appid,game_name,review_text,voted_up,votes_up,weighted_vote_score,timestamp,period
2062940,Territory,"Well, if the the [u][b]zeds[/b] arrived, I left[/u]. It flattened out.What a pity..
                         After all, I do NOT need an n+1 DayZ..",False,2,0.41127052903175354,1678257088,BEFORE_AI_LABEL
2062940,Territory,"i die all the time,i cant craft things,becouse i die.its to hardcore for me.i know the dev working hard on this game.i am sorry to leave bad review.",False,1,0.407089978456497192,1683806234,BEFORE_AI_LABEL
2062940,Territory,"So many bugs I need a can of RAID to play this game. Guns don't reload when you need them to reload. Chopping trees for lumber is more of a chore than actually chopping down a real tree, sometimes you hit the tree and sometimes you just swing and miss even though you have not moved from the spot. The trees don't fall after you get all the wood from them and just disappear randomly. The knife is useless as a weapon and you bleed like a hose with a leak in the side and spray all over the place. Are these developers 15 years old because many of the changes implemented seem like childish pranks. I am tired of Early Release games that should have been trashed from the start.",False,0,0.5,1704035685,BEFORE_AI_LABEL
2062940,Territory,"It's not bad for early access, has the vibes from a couple different games I like to play so was worth it.  It has a ways to go, don't get me wrong but I see some potential here.  With enough support this game could become better with time easily.  Maybe not, it's a friends club it looks like where they support bashing people.",False,1,0.5,1682958832,BEFORE_AI_LABEL
2062940,Territory,"Broken, Boring and slow progression, after crafting and pretty much doing everything you can do in the game, I dont see any point in playing anymore other than for testing and giving the dev feedback that he doesn't appreciate or maybe he just has bad communications skills. Im going on vacation, I'll see where its at in a few months.

Edit: The developers response to my review pretty much sums up his attitude towards any negative feedback in discord.",False,7,0.41679459810256958,1675153430,BEFORE_AI_LABEL
2062940,Territory,"I had high hopes for this game, but it appears it was for naught! First, the mechanics of this game is really clanky. Base building and repair is broken. Some walls can be repaired and some cannot. Second, there are random sounds going off in the game: girl scream, shots, and wolves when nothing is around. When you drop something on the ground, it disappears and ends up in a loot bag somewhere else. It’s a repetitive sandbox of shooting enemies, the seem to resurrect after despawning, crappy loot, and no point to the game overall. We talked with the dev in his Discord, after about the 2nd complaint he started ignoring me and my buddy. I don’t think this guy has any real intention on making this game more mainstream. It’s just a weekend project he toys with after whatever he does in his real life. The developer also seems to have a bad attitude when people make suggestions for change. His excuse is, ‘Do you want everything in the game at the beginning?’ He also banned my buddy from the discord after his numerous complaints, and only reinstated him when I inquired about it, without acknowledging it. I would not recommend this game to anyone. At least not until a lot of the mechanics are fixed, a plot to the game is developed and the dev changes his attitude!

*Developer banned my and my friend after our negative comments on his temper tantrum. I hope I save many from wasting $10 on this waste of a agame. Check out Sons of the Forest for a real Beta!",False,8,0.40420803427696228,1676266130,BEFORE_AI_LABEL
2062940,Territory,"Well, if the the [u][b]zeds[/b] arrived, I left[/u]. It flattened out.What a pity..
                         After all, I do NOT need an n+1 DayZ..",False,2,0.41127052903175354,1678257088,BEFORE_AI_LABEL
2062940,Territory,"i die all the time,i cant craft things,becouse i die.its to hardcore for me.i know the dev working hard on this game.i am sorry to leave bad review.",False,1,0.407089978456497192,1683806234,BEFORE_AI_LABEL
2062940,Territory,"So many bugs I need a can of RAID to play this game. Guns don't reload when you need them to reload. Chopping trees for lumber is more of a chore than actually chopping down a real tree, sometimes you hit the tree and sometimes you just swing and miss even though you have not moved from the spot. The trees don't fall after you get all the wood from them and just disappear randomly. The knife is useless as a weapon and you bleed like a hose with a leak in the side and spray all over the place. Are these developers 15 years old because many of the changes implemented seem like childish pranks. I am tired of Early Release games that should have been trashed from the start.",False,0,0.5,1704035685,BEFORE_AI_LABEL
2062940,Territory,"It's not bad for early access, has the vibes from a couple different games I like to play so was worth it.  It has a ways to go, don't get me wrong but I see some potential here.  With enough support this game could become better with time easily.  Maybe not, it's a friends club it looks like where they support bashing people.",False,1,0.5,1682958832,BEFORE_AI_LABEL
2062940,Territory,"Broken, Boring and slow progression, after crafting and pretty much doing everything you can do in the game, I dont see any point in playing anymore other than for testing and giving the dev feedback that he doesn't appreciate or maybe he just has bad communications skills. Im going on vacation, I'll see where its at in a few months.

Edit: The developers response to my review pretty much sums up his attitude towards any negative feedback in discord.",False,7,0.41679459810256958,1675153430,BEFORE_AI_LABEL
2062940,Territory,"I had high hopes for this game, but it appears it was for naught! First, the mechanics of this game is really clanky. Base building and repair is broken. Some walls can be repaired and some cannot. Second, there are random sounds going off in the game: girl scream, shots, and wolves when nothing is around. When you drop something on the ground, it disappears and ends up in a loot bag somewhere else. It’s a repetitive sandbox of shooting enemies, the seem to resurrect after despawning, crappy loot, and no point to the game overall. We talked with the dev in his Discord, after about the 2nd complaint he started ignoring me and my buddy. I don’t think this guy has any real intention on making this game more mainstream. It’s just a weekend project he toys with after whatever he does in his real life. The developer also seems to have a bad attitude when people make suggestions for change. His excuse is, ‘Do you want everything in the game at the beginning?’ He also banned my buddy from the discord after his numerous complaints, and only reinstated him when I inquired about it, without acknowledging it. I would not recommend this game to anyone. At least not until a lot of the mechanics are fixed, a plot to the game is developed and the dev changes his attitude!

*Developer banned my and my friend after our negative comments on his temper tantrum. I hope I save many from wasting $10 on this waste of a agame. Check out Sons of the Forest for a real Beta!",False,8,0.40420803427696228,1676266130,BEFORE_AI_LABEL
2062940,Territory,"Well, if the the [u][b]zeds[/b] arrived, I left[/u]. It flattened out.What a pity..
                         After all, I do NOT need an n+1 DayZ..",False,2,0.41127052903175354,1678257088,BEFORE_AI_LABEL
2062940,Territory,"i die all the time,i cant craft things,becouse i die.its to hardcore for me.i know the dev working hard on this game.i am sorry to leave bad review.",False,1,0.407089978456497192,1683806234,BEFORE_AI_LABEL
2062940,Territory,"So many bugs I need a can of RAID to play this game. Guns don't reload when you need them to reload. Chopping trees for lumber is more of a chore than actually chopping down a real tree, sometimes you hit the tree and sometimes you just swing and miss even though you have not moved from the spot. The trees don't fall after you get all the wood from them and just disappear randomly. The knife is useless as a weapon and you bleed like a hose with a leak in the side and spray all over the place. Are these developers 15 years old because many of the changes implemented seem like childish pranks. I am tired of Early Release games that should have been trashed from the start.",False,0,0.5,1704035685,BEFORE_AI_LABEL
2062940,Territory,"It's not bad for early access, has the vibes from a couple different games I like to play so was worth it.  It has a ways to go, don't get me wrong but I see some potential here.  With enough support this game could become better with time easily.  Maybe not, it's a friends club it looks like where they support bashing people.",False,1,0.5,1682958832,BEFORE_AI_LABEL
2062940,Territory,"Broken, Boring and slow progression, after crafting and pretty much doing everything you can do in the game, I dont see any point in playing anymore other than for testing and giving the dev feedback that he doesn't appreciate or maybe he just has bad communications skills. Im going on vacation, I'll see where its at in a few months.

Edit: The developers response to my review pretty much sums up his attitude towards any negative feedback in discord.",False,7,0.41679459810256958,1675153430,BEFORE_AI_LABEL
2062940,Territory,"I had high hopes for this game, but it appears it was for naught! First, the mechanics of this game is really clanky. Base building and repair is broken. Some walls can be repaired and some cannot. Second, there are random sounds going off in the game: girl scream, shots, and wolves when nothing is around. When you drop something on the ground, it disappears and ends up in a loot bag somewhere else. It’s a repetitive sandbox of shooting enemies, the seem to resurrect after despawning, crappy loot, and no point to the game overall. We talked with the dev in his Discord, after about the 2nd complaint he started ignoring me and my buddy. I don’t think this guy has any real intention on making this game more mainstream. It’s just a weekend project he toys with after whatever he does in his real life. The developer also seems to have a bad attitude when people make suggestions for change. His excuse is, ‘Do you want everything in the game at the beginning?’ He also banned my buddy from the discord after his numerous complaints, and only reinstated him when I inquired about it, without acknowledging it. I would not recommend this game to anyone. At least not until a lot of the mechanics are fixed, a plot to the game is developed and the dev changes his attitude!

*Developer banned my and my friend after our negative comments on his temper tantrum. I hope I save many from wasting $10 on this waste of a agame. Check out Sons of the Forest for a real Beta!",False,8,0.40420803427696228,1676266130,BEFORE_AI_LABEL
2062940,Territory,"Well, if the the [u][b]zeds[/b] arrived, I left[/u]. It flattened out.What a pity..
                         After all, I do NOT need an n+1 DayZ..",False,2,0.41127052903175354,1678257088,BEFORE_AI_LABEL
2062940,Territory,"i die all the time,i cant craft things,becouse i die.its to hardcore for me.i know the dev working hard on this game.i am sorry to leave bad review.",False,1,0.407089978456497192,1683806234,BEFORE_AI_LABEL
2062940,Territory,"So many bugs I need a can of RAID to play this game. Guns don't reload when you need them to reload. Chopping trees for lumber is more of a chore than actually chopping down a real tree, sometimes you hit the tree and sometimes you just swing and miss even though you have not moved from the spot. The trees don't fall after you get all the wood from them and just disappear randomly. The knife is useless as a weapon and you bleed like a hose with a leak in the side and spray all over the place. Are these developers 15 years old because many of the changes implemented seem like childish pranks. I am tired of Early Release games that should have been trashed from the start.",False,0,0.5,1704035685,BEFORE_AI_LABEL
2062940,Territory,"It's not bad for early access, has the vibes from a couple different games I like to play so was worth it.  It has a ways to go, don't get me wrong but I see some potential here.  With enough support this game could become better with time easily.  Maybe not, it's a friends club it looks like where they support bashing people.",False,1,0.5,1682958832,BEFORE_AI_LABEL
2062940,Territory,"Broken, Boring and slow progression, after crafting and pretty much doing everything you can do in the game, I dont see any point in playing anymore other than for testing and giving the dev feedback that he doesn't appreciate or maybe he just has bad communications skills. Im going on vacation, I'll see where its at in a few months.

Edit: The developers response to my review pretty much sums up his attitude towards any negative feedback in discord.",False,7,0.41679459810256958,1675153430,BEFORE_AI_LABEL
2062940,Territory,"I had high hopes for this game, but it appears it was for naught! First, the mechanics of this game is really clanky. Base building and repair is broken. Some walls can be repaired and some cannot. Second, there are random sounds going off in the game: girl scream, shots, and wolves when nothing is around. When you drop something on the ground, it disappears and ends up in a loot bag somewhere else. It’s a repetitive sandbox of shooting enemies, the seem to resurrect after despawning, crappy loot, and no point to the game overall. We talked with the dev in his Discord, after about the 2nd complaint he started ignoring me and my buddy. I don’t think this guy has any real intention on making this game more mainstream. It’s just a weekend project he toys with after whatever he does in his real life. The developer also seems to have a bad attitude when people make suggestions for change. His excuse is, ‘Do you want everything in the game at the beginning?’ He also banned my buddy from the discord after his numerous complaints, and only reinstated him when I inquired about it, without acknowledging it. I would not recommend this game to anyone. At least not until a lot of the mechanics are fixed, a plot to the game is developed and the dev changes his attitude!

*Developer banned my and my friend after our negative comments on his temper tantrum. I hope I save many from wasting $10 on this waste of a agame. Check out Sons of the Forest for a real Beta!",False,8,0.40420803427696228,1676266130,BEFORE_AI_LABEL
2062940,Territory,"Well, if the the [u][b]zeds[/b] arrived, I left[/u]. It flattened out.What a pity..
                         After all, I do NOT need an n+1 DayZ..",False,2,0.41127052903175354,1678257088,BEFORE_AI_LABEL
2062940,Territory,"i die all the time,i cant craft things,becouse i die.its to hardcore for me.i know the dev working hard on this game.i am sorry to leave bad review.",False,1,0.407089978456497192,1683806234,BEFORE_AI_LABEL
2062940,Territory,"So many bugs I need a can of RAID to play this game. Guns don't reload when you need them to reload. Chopping trees for lumber is more of a chore than actually chopping down a real tree, sometimes you hit the tree and sometimes you just swing and miss even though you have not moved from the spot. The trees don't fall after you get all the wood from them and just disappear randomly. The knife is useless as a weapon and you bleed like a hose with a leak in the side and spray all over the place. Are these developers 15 years old because many of the changes implemented seem like childish pranks. I am tired of Early Release games that should have been trashed from the start.",False,0,0.5,1704035685,BEFORE_AI_LABEL
2062940,Territory,"It's not bad for early access, has the vibes from a couple different games I like to play so was worth it.  It has a ways to go, don't get me wrong but I see some potential here.  With enough support this game could become better with time easily.  Maybe not, it's a friends club it looks like where they support bashing people.",False,1,0.5,1682958832,BEFORE_AI_LABEL
2062940,Territory,"Broken, Boring and slow progression, after crafting and pretty much doing everything you can do in the game, I dont see any point in playing anymore other than for testing and giving the dev feedback that he doesn't appreciate or maybe he just has bad communications skills. Im going on vacation, I'll see where its at in a few months.

Edit: The developers response to my review pretty much sums up his attitude towards any negative feedback in discord.",False,7,0.41679459810256958,1675153430,BEFORE_AI_LABEL
2062940,Territory,"I had high hopes for this game, but it appears it was for naught! First, the mechanics of this game is really clanky. Base building and repair is broken. Some walls can be repaired and some cannot. Second, there are random sounds going off in the game: girl scream, shots, and wolves when nothing is around. When you drop something on the ground, it disappears and ends up in a loot bag somewhere else. It’s a repetitive sandbox of shooting enemies, the seem to resurrect after despawning, crappy loot, and no point to the game overall. We talked with the dev in his Discord, after about the 2nd complaint he started ignoring me and my buddy. I don’t think this guy has any real intention on making this game more mainstream. It’s just a weekend project he toys with after whatever he does in his real life. The developer also seems to have a bad attitude when people make suggestions for change. His excuse is, ‘Do you want everything in the game at the beginning?’ He also banned my buddy from the discord after his numerous complaints, and only reinstated him when I inquired about it, without acknowledging it. I would not recommend this game to anyone. At least not until a lot of the mechanics are fixed, a plot to the game is developed and the dev changes his attitude!

*Developer banned my and my friend after our negative comments on his temper tantrum. I hope I save many from wasting $10 on this waste of a agame. Check out Sons of the Forest for a real Beta!",False,8,0.40420803427696228,1676266130,BEFORE_AI_LABEL
2062940,Territory,"Well, if the the [u][b]zeds[/b] arrived, I left[/u]. It flattened out.What a pity..
                         After all, I do NOT need an n+1 DayZ..",False,2,0.41127052903175354,1678257088,BEFORE_AI_LABEL
2062940,Territory,"i die all the time,i cant craft things,becouse i die.its to hardcore for me.i know the dev working hard on this game.i am sorry to leave bad review.",False,1,0.407089978456497192,1683806234,BEFORE_AI_LABEL
2062940,Territory,"So many bugs I need a can of RAID to play this game. Guns don't reload when you need them to reload. Chopping trees for lumber is more of a chore than actually chopping down a real tree, sometimes you hit the tree and sometimes you just swing and miss even though you have not moved from the spot. The trees don't fall after you get all the wood from them and just disappear randomly. The knife is useless as a weapon and you bleed like a hose with a leak in the side and spray all over the place. Are these developers 15 years old because many of the changes implemented seem like childish pranks. I am tired of Early Release games that should have been trashed from the start.",False,0,0.5,1704035685,BEFORE_AI_LABEL
2062940,Territory,"It's not bad for early access, has the vibes from a couple different games I like to play so was worth it.  It has a ways to go, don't get me wrong but I see some potential here.  With enough support this game could become better with time easily.  Maybe not, it's a friends club it looks like where they support bashing people.",False,1,0.5,1682958832,BEFORE_AI_LABEL
2062940,Territory,"Broken, Boring and slow progression, after crafting and pretty much doing everything you can do in the game, I dont see any point in playing anymore other than for testing and giving the dev feedback that he doesn't appreciate or maybe he just has bad communications skills. Im going on vacation, I'll see where its at in a few months.

Edit: The developers response to my review pretty much sums up his attitude towards any negative feedback in discord.",False,7,0.41679459810256958,1675153430,BEFORE_AI_LABEL
2062940,Territory,"I had high hopes for this game, but it appears it was for naught! First, the mechanics of this game is really clanky. Base building and repair is broken. Some walls can be repaired and some cannot. Second, there are random sounds going off in the game: girl scream, shots, and wolves when nothing is around. When you drop something on the ground, it disappears and ends up in a loot bag somewhere else. It’s a repetitive sandbox of shooting enemies, the seem to resurrect after despawning, crappy loot, and no point to the game overall. We talked with the dev in his Discord, after about the 2nd complaint he started ignoring me and my buddy. I don’t think this guy has any real intention on making this game more mainstream. It’s just a weekend project he toys with after whatever he does in his real life. The developer also seems to have a bad attitude when people make suggestions for change. His excuse is, ‘Do you want everything in the game at the beginning?’ He also banned my buddy from the discord after his numerous complaints, and only reinstated him when I inquired about it, without acknowledging it. I would not recommend this game to anyone. At least not until a lot of the mechanics are fixed, a plot to the game is developed and the dev changes his attitude!

*Developer banned my and my friend after our negative comments on his temper tantrum. I hope I save many from wasting $10 on this waste of a agame. Check out Sons of the Forest for a real Beta!",False,8,0.40420803427696228,1676266130,BEFORE_AI_LABEL
1842220,3D  Lover,This game has no value above $1. I could not imagine spending any more on it. You are stuck in one apartment building the size of a bedroom doing retrieval missions for the lady. Next level simping just to get nothing in return but a kiss blown to you. I'm sorry it's a no from me.,False,30,0.745893120765686035,1650348303,BEFORE_AI_LABEL
1842220,3D  Lover,"TL:DR Really ambitious idea that the devs couldn't pull off. Charge $10 for whats wort $1 at best and to top it off added a PREMIUM CURRENCY CASH SHOP!

Okay this has a really good concept in using an A.I. face generation, photo reconsecration face generation and A.I. response system to real time chat that can even respond to voice chat. Some lofty technical feats to incorporate to be sure.
And it also has a focus more on having a relationship then just sex making good use of that chat function.

But it was to ambitious and this is just trash.
Looks bad, and A.I. generated faces look good until it wraps it onto the model and then they all just look more or less identical.
The A.I. Is about as responsive as a bag of rocks. Giving way off topic repossesses to simple questions or statements. Also half the time it answers you in another language. Now this dose not say it has full audio in any language but it most certainly doesn't have the best English vocabulary.
And that lead into the next part. A good portion of this games UI is not translated so I hope you can read whatever language its in unless you want to do some random clicking.
And lastly this $10 game has a FUCKING PREMIUM CURRENCY CASH SHOP! you know like 100 diamonds for $9.99 not that it seems to have anything to spend them on but I barley tolerate those in free games

Go play liky littlry anything else.
",False,12,0.657552599906921387,1657684001,BEFORE_AI_LABEL
1842220,3D  Lover,This game crashed on me just after 14 min.s of game play! Don't waist your money on this game.,False,9,0.51540672779083252,1647265167,BEFORE_AI_LABEL
1842220,3D  Lover,"not good game 






cool concept but to chat to the ai it takes a second to send and the models are not really the best quality like for one dollar maybe but on sale its 2.50 so not worth it at all",False,2,0.5,1695000528,BEFORE_AI_LABEL
1842220,3D  Lover,"Bad game, nothing to do, no NSFW content, everything is not only cheap but also is taken from 3D storages. I even bought the DLC from the start but you need to make an insane amount of points to use the different suits and even so it looks awful. On top of that it has a microtransaction option to sell you in game currency and a premium currency you can only get buy purchasing it. Not worth a single dollar.

Even the ones that have it like positive only say bad things about this game. The score should be 100% negative.",False,1,0.5,1689092533,BEFORE_AI_LABEL
1842220,3D  Lover,"This is a Direct Paste from the Store Page:

>>Creating the lady avatar’s face for the first time is very simple. The player just needs to select from thousands of AI photos.<<

I counted 53; most of which are Caucasian; and about 3 or 4 Women of Color (2 Asian, 2 Latino or Nicely Tanned).  So that's my first issue with this game. I thought I read where you could use pictures from your own files, but haven't figured out how to do that; but I may have this mixed up with another game.

Secondly.... if I wanted to date someone that Ugly I would date in Real Life; This is suppose to be a Fantasy Experience; No Man Fantasizes about dating a woman that looks like this.  The Avatar Photos are very nice; but once generated... Well, She has a real nice personality though! It's Virtual... and supposedly the Lady Avatars are Computer Generated; so since they aren't real anyways... I'd rather have a Hot, Sexy CGI Virtual Lady to Pretend to Date.

And lastly... Repetitive Mini-Games to earn money to purchase Skimpy Outfits; Outfits would almost be worth it, if I could purchase a bag for over her face :(.  However... the Dance Mini-Game is a bit Challenging and Fun.

And while I cannot recommend this game; it does have one rather Cool Feature (which I don't recall seeing advertised on the story page (Though I don't always read everything)). The ability to take your Uggo Virtual Girl to your Desktop; and have her sit there and dance while you do other things. Well, other things on your other monitors, if you're set up with Multiple monitors.  She doesn't remain in the Foreground... and she won't leave your main monitor; but otherwise... cool feature.

I won't ask for a Refund, because it does work (Crashed Once, but seems 90% stable); and I don't see myself spending much time on it.  But more than likely will end up UnInstalling to free up DiskSpace.

Catch It On Sale... under $5 ($0.99 if possible)... or in a Bundle with, at least, 1 Item you know you want; and you can live with it.",False,1,0.5,1667242216,BEFORE_AI_LABEL
1842220,3D  Lover,its 4/10,False,2,0.362576574087142944,1646921176,BEFORE_AI_LABEL
1842220,3D  Lover,This game has no value above $1. I could not imagine spending any more on it. You are stuck in one apartment building the size of a bedroom doing retrieval missions for the lady. Next level simping just to get nothing in return but a kiss blown to you. I'm sorry it's a no from me.,False,30,0.745893120765686035,1650348303,BEFORE_AI_LABEL
